time,seconds_elapsed,z,y,x,seconds_elapsed,z,y,x,seconds_elapsed,z,y,x,seconds_elapsed,z,y,x,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
2025-04-28 10:55:55.200,5.02592009874891,6.762159109533833,1.528833489671354,-6.021699393191172,5.02592009874891,0.9998485824054162,3.5693257663242717,2.0557399566461196,5.02592009874891,-25.02150635619265,33.319887259956865,27.316781594869987,5.02592009874891,-3.1150349239621256,9.379693854651089,2.111005884553064,5.02592009874891,2.0532539032332155,0.590354368835914,-0.27205359598476353,1.3629813776797433,-0.7695934417828503,0.06036203863764387,-1.2717171924996948
2025-04-28 10:55:55.250,5.072789703206951,5.079765544274609,3.1918126874971073,-5.094298139635541,5.072789703206951,0.1948048058272045,1.9585055181660262,0.43387125214080124,5.072789703206951,-21.18395471532863,35.38019567102821,26.26674260066107,5.072789703206951,-2.1121977454075394,9.450725283571337,1.8584321397202155,5.072789703206951,1.418794861764101,0.6213493028900796,-0.2613451350788633,0.9651612808460102,-0.7351798615220237,0.08976942774214886,-1.304896429052079
2025-04-28 10:55:55.300,5.120182818464089,3.4520690575261677,4.2708009967124605,-4.145748822439902,5.120182818464089,-0.45225496450808067,0.6493596186442874,-0.8233697670309126,5.120182818464089,-17.66980484969133,37.33436558152136,24.93747653063084,5.120182818464089,-1.1865625820137615,9.500332406207956,1.5689956011577038,5.120182818464089,0.8267204860378166,0.6484039042498623,-0.25072611744312595,0.5488826740552109,-0.7034452529927605,0.1203314404724023,-1.328715318288036
2025-04-28 10:55:55.350,5.168099444520324,1.8790696492885104,4.765798417317414,-3.1760514416042556,5.168099444520324,-0.9413307286004393,-0.35811193224094406,-1.7159831008690225,5.168099444520324,-14.479056759280764,39.18239699143631,23.328983384779296,5.168099444520324,-0.3381294337807921,9.528515222560946,1.2426962688655292,5.168099444520324,0.277030776054362,0.671518172915262,-0.2401965430775515,0.11414555730734532,-0.6743896161950603,0.15204807682840416,-1.343173860207566
2025-04-28 10:55:55.400,5.216539581375657,0.36076731956163677,4.6768049493119666,-2.1852059971286026,5.216539581375657,-1.2724224864498714,-1.0639091344896698,-2.2439687493735274,5.216539581375657,-11.611710444096925,40.924289900773076,21.441263163106438,5.216539581375657,0.433101699291369,9.535273732630309,0.8795341428436914,5.216539581375657,-0.23027426818626262,0.6906921088862785,-0.22975641198213992,-0.3390500693975862,-0.6480129511289234,0.1849193368101545,-1.348272054810669
2025-04-28 10:55:55.450,5.265503229030097,-1.1028379316544583,4.003820592696129,-1.1732124890129427,5.265503229030097,-1.445530238056381,-1.468031988101896,-2.407326712544432,5.265503229030097,-9.067765904139828,42.56004430953172,19.274315865612298,5.265503229030097,1.1271308172027261,9.520607936416063,0.4795092230921906,5.265503229030097,-0.695194646684059,0.7059257121629137,-0.2194057241568917,-0.8107042060595858,-0.6243152577943509,0.21894522041765377,-1.3440099020973473
2025-04-28 10:55:55.500,5.316665592675566,-4.020935427280442,1.9768182236633942,0.5992029822596352,5.316665592675566,-1.4962682919186037,-0.9931245077214725,-1.8529962763537662,5.316665592675566,-5.643900005634029,44.96811889079356,15.446640462808714,5.316665592675566,2.1172043602268915,9.457614288956481,-0.19232626301044387,5.316665592675566,-1.374352411713952,0.7252335054767249,-0.20544547128654642,-1.5842890294898568,-0.5892682122969184,0.27550276687732134,-1.3202891521373896
2025-04-28 10:55:55.550,5.366571544357348,-7.400964310831386,-1.3354404669312658,3.2578060524873336,5.366571544357348,-1.0875338113634485,-0.39075718309322244,-0.8177085171351642,5.366571544357348,-3.272561282711437,46.71223854473988,12.212304623477138,5.366571544357348,2.7497487811310077,9.381296562033056,-0.7916164275508568,5.366571544357348,-1.9239109854143515,0.7349696863028844,-0.18868787565362957,-2.2584052416779006,-0.5696193262159247,0.31605270897337906,-1.2895590510699753
2025-04-28 10:55:55.600,5.4164775292741245,-5.968532397772277,-2.170862619748323,2.6592869333582683,5.4164775292741245,-0.7676041276218054,-0.9498249211559195,-0.026630715046312474,5.4164775292741245,-2.667992971993833,47.596716365503106,9.924316278204241,5.4164775292741245,2.981450233704361,9.335814973475001,-1.1578868088117253,5.4164775292741245,-2.261171673400728,0.7328140419694907,-0.18583160855166483,-2.782076128359996,-0.5609812169904973,0.3449791674018216,-1.2686317347762515
2025-04-28 10:55:55.650,5.466383572807414,-3.0943434468545434,-2.1540298968195652,2.0133030728329357,5.466383572807414,-0.4025768023496612,-0.7788873992686662,0.5654907126526748,5.466383572807414,-3.6424910609816705,47.692498195977315,8.058020417895925,5.466383572807414,2.872247812472325,9.305170472995574,-1.3498719301555302,5.466383572807414,-2.2708315013988454,0.7166004549306125,-0.19584341305603173,-3.049183112078238,-0.5610732919031673,0.36812882550249126,-1.250742542031927
2025-04-28 10:55:55.700,5.516289579804974,0.3948196396658487,-0.6682847484926817,1.2073764468421642,5.516289579804974,-0.21590893760254096,-0.6265405881338028,0.5328754004586007,5.516289579804974,-5.0673710180607285,47.54405188927296,7.0668191549661445,5.516289579804974,2.6520192899464403,9.327562261516967,-1.3840681333702562,5.516289579804974,-1.7557919469485972,0.6997160357225549,-0.20880552068268185,-2.838752184014907,-0.5652656123391341,0.38083082936487916,-1.2586806204391587
